ID,Post,Labels,Simple_Labels,SubCategory,"Simple_Labels,SubCategory",,
709,ભાઇ કોઈ પણ વ્યક્તિ પક્ષમાં જોડાય એટલે તે પોલિટિકલ ભૂમિકા ભજવવાનો છે અને એટલે એ પોલિટીસિયન ગણાજ માટે ગોળીઓ આપવાનુ......,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
710,ઈશુદાનજી શાળાની ફી ફી કરતા હતા તો મહેશ સવાણીને કહો પોતાની ફી માફ કરે,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
711,મુખ્યમંત્રી ગમે તે બને ખેડૂતનું કામ કરે તેવો નેતા આવવો જોઈએ,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
713,"પુર્ણ બહુમતી મળે તો વાહનો માટે અને રાહદારીયો માટે ફુટપાથો ખુલ્લી કરાવશો
શિક્ષણ મેડીકલ બીલ્ડર અને ગટર પાણી વિજળી આવાશ અને ગુન્ડાગીરી જેવી બાબતો ને કેમ હેન્ડલ કરસો","""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
714,"હમારી અહયા થોડું મહત્વ મળે એટલે મોટા મોટા સ્વપ્ન જોવા લાગે છે.
દુનિયા નાં દરેક માણસ સારું કામ કરવા માંગે છે પણ કેટલા એ કર્યું ?
સવાલઃ પુછવા અને કામ કરવા માં ફેર છે.","""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
715,"આનો લીડર ગોપલો ઈટાલિયન તો હિંદુ દેવી દેવતાઓ હિંદુ મંદિર નો વિરોધી છે તો ઈ સતા મા આવવા માટે મિઠુ બોલી, સારા કાર્યો બતાવી કબજો કરવા માંગે છે પણ ગોપલા ઈટાલિયન ને ખબર નથી કે ગુજરાત ની જનતા જ એનો કબજો સિવી નાખશે 🤣🤣🤣","""Hate"",""Promoting violence""",Hate,Promoting violence,"Hate,Promoting violence","""Hate""","""Promoting violence"""
716,ઈસુદાનભાઈ. પ્રર્તીકાર. છોડીને. આવી છોરઓકારણ. આપ. કોગ્રસ. જાતિવાદી. કરાવા. માઓગતો.,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
717,હજુ તો પા પા પગલી છે ત્યાં જ તેવર બદલાઈ ગયા કોંગ્રેસે તૃષ્ટીકરણ ની નીતિ અપનાવી આપ તેજ માર્ગે ચાલવાનું છે ઇસુદાનજી કેવા ગોળગોળ જવાબ આપે છે,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
718,ભાઈ ઈશુદાન ભાઈ આવું મેં તો જોયું છે કે તમારા કાર્યક્રમ મા પણ લોકો ના ટોળા વડે છે તમે ધ્યાન રાખો કે ઓછા ભેગા થાય સલાહ છે આપનાવા જેવી 🙏🙏,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
719,"જનતા મુર્ખ જ છે અને મુર્ખ જ‌ રહેવાની‌,મત કોઈને ન અપાય","""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
720,પાટીદાર ને અનામત ના નામે નેતાઓ ને સપોર્ટ ના કરતા નકર જીતી નય સકો કેમ કે પાટીદાર અનામત ના નામે તોફાન કરી બેસે છે,"""Hate"",""Promoting violence""",Hate,Promoting violence,"Hate,Promoting violence","""Hate""","""Promoting violence"""
721,તમારા જેવા ગોદી મિડિયા વાળા નડે બાકી જ્ઞાતિ વાદ ના નડે..,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
722,હું અમારા વિસ્તારમાં આવેલી અંબુજા સિમેન્ટ કંપનીની તાનાશાહી બાબતે છેલ્લા 15 વર્ષથી સરકારને રજુઆત કરું છું અને આમ આદમી પાર્ટી ના નેતા ગોપાલભાઈ ઈટાલીયા ને ચાર દિવસ પહેલા તેમના વોટ્સએપ પર મારાં તમામ ડોક્યુમેન્ટ અને વીડિયો મોકલેલ છતાં તેમને જોવાનો ટાઈમ નથી અને લોકોની સેવા કરવાની વાતો કરે છે,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
723,"બધી પાર્ટીના ના નેતાઓ અને તેમના ચાહકો માટે વિરોધ મા હોઈ તેજ પાર્ટી ની ભીડ ખોટી હોઈ છે આવા તમામ લોકો જે બીજા જોડે સરખાવી ખોટા ને સાચું કહેછે તેવા લોકો ગરીબો ના જીવ લેવામાં ભાગીદાર છે !
નેતા ભલું તેનાં ધર સિવાય કોઈનો નુ ન કરે","""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
724,ઘો મરવાની થાય ત્યારે વાઘરી વાડે જાય ☝🙄,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
725,આવા ખેલ કરવાથી પાટીદારની ઇજજત ઘટી રહી છે,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
726,"આ ભાઈ ની ઉંમર પ્રમાણે ગાંધી અને સરદાર પટેલ ની રાજનીતિ વિષે નું જ્ઞાન નથી, જેવું એક ગુજરાતી સરદાર પટેલ ને કોંગ્રેસે વડાપ્રધાન થવા માટે રોક્યા હતા તેવી રીતે ગુજરાતી મોદી પર નિશાન સાધ્યું છે, માત્ર ઈર્ષા છે અને આ કોઈ હરિશ્ચંદ્ર ના દીકરા નથી ભલે અત્યારે ગુમરાહ કરવા મીઠી વાતો કરતા...","""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
727,"ચોરના ભાઈ ઘંટીચોર,","""Hate"",""Swearing""",Hate,Swearing,"Hate,Abusive","""Hate""","""Swearing"""
728,"સમૃદ્ધ ગુજરાત ને મફયા ની લાલચ માં
ફસાવી શું એ રોડ મેપ
😂😂","""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
729,કેજરીવાલ ને કહેજો જાહેર કરે પૂજારી ને ભથું આપશે કે મોલવી ને આપશે દિલ્હી ની જેમ,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
730,"ખોટા રાજનીતિ માં જોડાયા અત્યારે....
પણ સારું છે ગુજરાત માં કોંગ્રેસ સિવાય કોઈ મજબૂત બીજી પાર્ટી હોવી જરૂરી છે.","""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
731,એવું જરૂરી છે કે જે જ્ઞાતિ વધારે એ જ મુખ્યમંત્રી બની શકે? જે ઈશુદાન જેવા સારા વ્યક્તિને મુખ્યમંત્રી બનવા જોઈએ. સ્વર્ગસ્થ જસુ ભાઈ ધાનાભાઈ બારડના જેમ રાજકારણ દૂર કરી રાજનીતિ કરે તે સાચા માનવ સમાજ માટે સમાજસેવક તથા યોગ્ય નેતા.,"""Non-Hate"",""Positive""",Non-Hate,Positive,"Non-Hate,Positive","""Non-Hate""","""Positive"""
732,"પૈસા કમાવા હોય તો રાજકારણમાં જવાનૂ બાકી દેશની સેવા બધા કેવી
કરે બધાને ખબર છે પેલા પેલા મોટી મોટી વાતો કરશે","""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
733,"આ ઈસુદાનને મીડીયાએ ચમકાવી દીધા છે ગુજરાત હંમેશા આગળ જછે,ભાજપમાં કોઈએ ન સાભળ્યુ એટલે આપના પગે પડ્યા,એવા સમાજને બદનામ કરનારાને જનતા બરાબર સમજે છે આપ માથી પાપમાં જશે","""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
734,"એક મોકો આપ ને એટલે દૂધ પાઈ ને મોટો કરવો સાંપ ને, પછી જુઓ રોહિંગ્યા ના બાપ ને 🙄","""Hate"",""Promoting violence""",Hate,Promoting violence,"Hate,Promoting violence","""Hate""","""Promoting violence"""
735,"ભાઈ રિપોર્ટર..... તમે કેમ પાટીદાર જ સી. એમ બનાવવા માંગો છો??? સી. એમ તો કોઇપણ જાતિનો હોય તો શું વિકાસ નહી કરી શકે.,.... ફક્ત પાટીદાર હશે તોજ ભલું કરશે..??......... જાતિવાદ આ મીડિયા જ ફેલાવે છે ....","""Hate"",""Promoting violence""",Hate,Promoting violence,"Hate,Promoting violence","""Hate""","""Promoting violence"""
